,Business day,Connection point EAN,Connection point Name,Market Party Name,PTE (15min),PTE Start time,Prognosis [MW] (DA),Prognosis [MW] (ID),Realised [MW]
5295,8/10/2020,999999999999999000,CONN C5,MP C,16,3:45,-1,0,-5
5296,8/10/2020,999999999999999000,CONN C5,MP C,17,4:00,1,1,-4
5297,8/10/2020,999999999999999000,CONN C5,MP C,18,4:15,7,8,-17
5298,8/10/2020,999999999999999000,CONN C5,MP C,19,4:30,-6,-7,-19
5299,8/10/2020,999999999999999000,CONN C5,MP C,20,4:45,2,3,4
5300,8/10/2020,999999999999999000,CONN C5,MP C,21,5:00,6,5,4
5301,8/10/2020,999999999999999000,CONN C5,MP C,22,5:15,-3,-4,-4
5302,8/10/2020,999999999999999000,CONN C5,MP C,23,5:30,-4,-5,15
5303,8/10/2020,999999999999999000,CONN C5,MP C,24,5:45,0,0,20
5304,8/10/2020,999999999999999000,CONN C5,MP C,25,6:00,3,3,2
5305,8/10/2020,999999999999999000,CONN C5,MP C,26,6:15,7,6,1
5306,8/10/2020,999999999999999000,CONN C5,MP C,27,6:30,-9,-8,15
5307,8/10/2020,999999999999999000,CONN C5,MP C,28,6:45,8,8,-17
5308,8/10/2020,999999999999999000,CONN C5,MP C,29,7:00,-2,-3,-14
5309,8/10/2020,999999999999999000,CONN C5,MP C,30,7:15,9,8,6
5310,8/10/2020,999999999999999000,CONN C5,MP C,31,7:30,-2,-2,-2
5311,8/10/2020,999999999999999000,CONN C5,MP C,32,7:45,4,3,-20
5312,8/10/2020,999999999999999000,CONN C5,MP C,33,8:00,10,10,9
5313,8/10/2020,999999999999999000,CONN C5,MP C,34,8:15,-7,-7,11
5314,8/10/2020,999999999999999000,CONN C5,MP C,35,8:30,9,9,20
5315,8/10/2020,999999999999999000,CONN C5,MP C,36,8:45,7,6,3
5316,8/10/2020,999999999999999000,CONN C5,MP C,37,9:00,-9,-10,9
5317,8/10/2020,999999999999999000,CONN C5,MP C,38,9:15,-6,-5,-6
5318,8/10/2020,999999999999999000,CONN C5,MP C,39,9:30,0,-1,-3
5319,8/10/2020,999999999999999000,CONN C5,MP C,40,9:45,1,0,-17
5320,8/10/2020,999999999999999000,CONN C5,MP C,41,10:00,2,1,5
5321,8/10/2020,999999999999999000,CONN C5,MP C,42,10:15,0,-1,-14
5322,8/10/2020,999999999999999000,CONN C5,MP C,43,10:30,6,6,-18
5323,8/10/2020,999999999999999000,CONN C5,MP C,44,10:45,4,5,19
5324,8/10/2020,999999999999999000,CONN C5,MP C,45,11:00,5,4,-12
5325,8/10/2020,999999999999999000,CONN C5,MP C,46,11:15,-4,-4,13
5326,8/10/2020,999999999999999000,CONN C5,MP C,47,11:30,3,4,2
5327,8/10/2020,999999999999999000,CONN C5,MP C,48,11:45,-5,-6,-14
5328,8/10/2020,999999999999999000,CONN C5,MP C,49,12:00,-3,-2,-14
5329,8/10/2020,999999999999999000,CONN C5,MP C,50,12:15,-10,-9,-16
5330,8/10/2020,999999999999999000,CONN C5,MP C,51,12:30,7,7,-12
5331,8/10/2020,999999999999999000,CONN C5,MP C,52,12:45,-4,-5,-9
5332,8/10/2020,999999999999999000,CONN C5,MP C,53,13:00,-8,-7,11
5333,8/10/2020,999999999999999000,CONN C5,MP C,54,13:15,-5,-5,7
5334,8/10/2020,999999999999999000,CONN C5,MP C,55,13:30,3,4,-4
5335,8/10/2020,999999999999999000,CONN C5,MP C,56,13:45,9,8,10
5336,8/10/2020,999999999999999000,CONN C5,MP C,57,14:00,-4,-5,13
5337,8/10/2020,999999999999999000,CONN C5,MP C,58,14:15,4,4,-12
5338,8/10/2020,999999999999999000,CONN C5,MP C,59,14:30,3,2,18
5339,8/10/2020,999999999999999000,CONN C5,MP C,60,14:45,10,9,-7
5340,8/10/2020,999999999999999000,CONN C5,MP C,61,15:00,7,7,-15
5341,8/10/2020,999999999999999000,CONN C5,MP C,62,15:15,-2,-2,9
5342,8/10/2020,999999999999999000,CONN C5,MP C,63,15:30,9,8,11
5343,8/10/2020,999999999999999000,CONN C5,MP C,64,15:45,10,9,4
5344,8/10/2020,999999999999999000,CONN C5,MP C,65,16:00,0,-1,-8
5345,8/10/2020,999999999999999000,CONN C5,MP C,66,16:15,-10,-10,8
5346,8/10/2020,999999999999999000,CONN C5,MP C,67,16:30,8,8,12
5347,8/10/2020,999999999999999000,CONN C5,MP C,68,16:45,6,5,-17
5348,8/10/2020,999999999999999000,CONN C5,MP C,69,17:00,-2,-1,-6
5349,8/10/2020,999999999999999000,CONN C5,MP C,70,17:15,-1,-2,-16
5350,8/10/2020,999999999999999000,CONN C5,MP C,71,17:30,7,6,7
5351,8/10/2020,999999999999999000,CONN C5,MP C,72,17:45,3,3,10
5352,8/10/2020,999999999999999000,CONN C5,MP C,73,18:00,5,6,17
5353,8/10/2020,999999999999999000,CONN C5,MP C,74,18:15,-1,-1,-5
5354,8/10/2020,999999999999999000,CONN C5,MP C,75,18:30,-5,-6,20
5355,8/10/2020,999999999999999000,CONN C5,MP C,76,18:45,5,6,-14
5356,8/10/2020,999999999999999000,CONN C5,MP C,77,19:00,-7,-6,20
5357,8/10/2020,999999999999999000,CONN C5,MP C,78,19:15,4,4,-11
5358,8/10/2020,999999999999999000,CONN C5,MP C,79,19:30,-2,-2,6
5359,8/10/2020,999999999999999000,CONN C5,MP C,80,19:45,-2,-2,-5
5360,8/10/2020,999999999999999000,CONN C5,MP C,81,20:00,3,2,-7
5361,8/10/2020,999999999999999000,CONN C5,MP C,82,20:15,-6,-6,10
5362,8/10/2020,999999999999999000,CONN C5,MP C,83,20:30,-10,-9,-10
5363,8/10/2020,999999999999999000,CONN C5,MP C,84,20:45,4,5,-19
5364,8/10/2020,999999999999999000,CONN C5,MP C,85,21:00,-1,-1,-18
5365,8/10/2020,999999999999999000,CONN C5,MP C,86,21:15,4,4,8
5366,8/10/2020,999999999999999000,CONN C5,MP C,87,21:30,-1,-1,18
5367,8/10/2020,999999999999999000,CONN C5,MP C,88,21:45,-7,-7,9
5368,8/10/2020,999999999999999000,CONN C5,MP C,89,22:00,9,9,6
5369,8/10/2020,999999999999999000,CONN C5,MP C,90,22:15,-7,-6,-12
5370,8/10/2020,999999999999999000,CONN C5,MP C,91,22:30,2,1,13
5371,8/10/2020,999999999999999000,CONN C5,MP C,92,22:45,5,5,-6
5372,8/10/2020,999999999999999000,CONN C5,MP C,93,23:00,5,6,1
5373,8/10/2020,999999999999999000,CONN C5,MP C,94,23:15,2,2,17
5374,8/10/2020,999999999999999000,CONN C5,MP C,95,23:30,3,3,13
5375,8/10/2020,999999999999999000,CONN C5,MP C,96,23:45,-2,-1,-6
5376,8/10/2020,999999999999999000,CONN C6,MP C,1,0:00,30.315,29.315,76.077
5377,8/10/2020,999999999999999000,CONN C6,MP C,2,0:15,30.874,30.874,39.077
5378,8/10/2020,999999999999999000,CONN C6,MP C,3,0:30,33.438,34.438,41.077
5379,8/10/2020,999999999999999000,CONN C6,MP C,4,0:45,28.013,28.013,45.077
5380,8/10/2020,999999999999999000,CONN C6,MP C,5,1:00,41.376,42.376,54.103
5381,8/10/2020,999999999999999000,CONN C6,MP C,6,1:15,40.299,40.299,44.103
5382,8/10/2020,999999999999999000,CONN C6,MP C,7,1:30,30.163,29.163,29.103
5383,8/10/2020,999999999999999000,CONN C6,MP C,8,1:45,41.149,41.149,53.103
5384,8/10/2020,999999999999999000,CONN C6,MP C,9,2:00,36.194,36.194,19.729
5385,8/10/2020,999999999999999000,CONN C6,MP C,10,2:15,37.839,37.839,40.729
5386,8/10/2020,999999999999999000,CONN C6,MP C,11,2:30,20.588,20.588,53.729
5387,8/10/2020,999999999999999000,CONN C6,MP C,12,2:45,20.463,19.463,48.729
5388,8/10/2020,999999999999999000,CONN C6,MP C,13,3:00,29.25,29.25,28.516
5389,8/10/2020,999999999999999000,CONN C6,MP C,14,3:15,17.313,16.313,42.516
5390,8/10/2020,999999999999999000,CONN C6,MP C,15,3:30,16.302,17.302,50.516
5391,8/10/2020,999999999999999000,CONN C6,MP C,16,3:45,17.39,17.39,39.516
5392,8/10/2020,999999999999999000,CONN C6,MP C,17,4:00,16.423,16.423,33.431
5393,8/10/2020,999999999999999000,CONN C6,MP C,18,4:15,28.428,27.428,-0.569
5394,8/10/2020,999999999999999000,CONN C6,MP C,19,4:30,17.527,18.527,24.431
5395,8/10/2020,999999999999999000,CONN C6,MP C,20,4:45,9.595,8.595,8.431
5396,8/10/2020,999999999999999000,CONN C6,MP C,21,5:00,12.989,13.989,21.676
5397,8/10/2020,999999999999999000,CONN C6,MP C,22,5:15,28.102,28.102,8.676
5398,8/10/2020,999999999999999000,CONN C6,MP C,23,5:30,28.129,28.129,6.676
5399,8/10/2020,999999999999999000,CONN C6,MP C,24,5:45,19.302,18.302,29.676
5400,8/10/2020,999999999999999000,CONN C6,MP C,25,6:00,9.336,10.336,27.641
5401,8/10/2020,999999999999999000,CONN C6,MP C,26,6:15,20.257,19.257,15.641
5402,8/10/2020,999999999999999000,CONN C6,MP C,27,6:30,25.089,24.089,31.641
5403,8/10/2020,999999999999999000,CONN C6,MP C,28,6:45,15.01,16.01,9.641
5404,8/10/2020,999999999999999000,CONN C6,MP C,29,7:00,9.162,8.162,16.06
5405,8/10/2020,999999999999999000,CONN C6,MP C,30,7:15,17.32,18.32,5.06
5406,8/10/2020,999999999999999000,CONN C6,MP C,31,7:30,14.565,13.565,29.06
5407,8/10/2020,999999999999999000,CONN C6,MP C,32,7:45,29.731,28.731,36.06
5408,8/10/2020,999999999999999000,CONN C6,MP C,33,8:00,10.492,10.492,12.491
5409,8/10/2020,999999999999999000,CONN C6,MP C,34,8:15,14.838,13.838,19.491
5410,8/10/2020,999999999999999000,CONN C6,MP C,35,8:30,15.114,15.114,9.491
5411,8/10/2020,999999999999999000,CONN C6,MP C,36,8:45,13.476,13.476,17.491
5412,8/10/2020,999999999999999000,CONN C6,MP C,37,9:00,16.012,15.012,32.636
5413,8/10/2020,999999999999999000,CONN C6,MP C,38,9:15,21.811,22.811,6.636
5414,8/10/2020,999999999999999000,CONN C6,MP C,39,9:30,6.693,6.693,0.636
5415,8/10/2020,999999999999999000,CONN C6,MP C,40,9:45,6.58,5.58,1.636
5416,8/10/2020,999999999999999000,CONN C6,MP C,41,10:00,20.288,21.288,-16.171
5417,8/10/2020,999999999999999000,CONN C6,MP C,42,10:15,6.769,7.769,-10.171
5418,8/10/2020,999999999999999000,CONN C6,MP C,43,10:30,23.277,23.277,19.829
5419,8/10/2020,999999999999999000,CONN C6,MP C,44,10:45,20.74,19.74,13.829
5420,8/10/2020,999999999999999000,CONN C6,MP C,45,11:00,8.308,8.308,-6.828
5421,8/10/2020,999999999999999000,CONN C6,MP C,46,11:15,14.195,13.195,16.172
5422,8/10/2020,999999999999999000,CONN C6,MP C,47,11:30,11.075,11.075,-13.828
5423,8/10/2020,999999999999999000,CONN C6,MP C,48,11:45,17.955,16.955,-7.828
5424,8/10/2020,999999999999999000,CONN C6,MP C,49,12:00,19.943,18.943,5.136
5425,8/10/2020,999999999999999000,CONN C6,MP C,50,12:15,22.063,22.063,7.136
5426,8/10/2020,999999999999999000,CONN C6,MP C,51,12:30,22.279,22.279,16.136
5427,8/10/2020,999999999999999000,CONN C6,MP C,52,12:45,18.485,17.485,11.136
5428,8/10/2020,999999999999999000,CONN C6,MP C,53,13:00,21.21,20.21,-6.849
5429,8/10/2020,999999999999999000,CONN C6,MP C,54,13:15,5.458,6.458,-8.849
5430,8/10/2020,999999999999999000,CONN C6,MP C,55,13:30,19.802,20.802,-5.849
5431,8/10/2020,999999999999999000,CONN C6,MP C,56,13:45,9.06,10.06,-7.849
5432,8/10/2020,999999999999999000,CONN C6,MP C,57,14:00,13.315,14.315,-7.232
5433,8/10/2020,999999999999999000,CONN C6,MP C,58,14:15,16.443,16.443,15.768
5434,8/10/2020,999999999999999000,CONN C6,MP C,59,14:30,15.602,15.602,-9.232
5435,8/10/2020,999999999999999000,CONN C6,MP C,60,14:45,12.781,13.781,10.768
5436,8/10/2020,999999999999999000,CONN C6,MP C,61,15:00,21.048,21.048,-12.871
5437,8/10/2020,999999999999999000,CONN C6,MP C,62,15:15,24.38,23.38,8.129
5438,8/10/2020,999999999999999000,CONN C6,MP C,63,15:30,16.711,16.711,0.129
5439,8/10/2020,999999999999999000,CONN C6,MP C,64,15:45,20.138,19.138,19.129
5440,8/10/2020,999999999999999000,CONN C6,MP C,65,16:00,27.484,27.484,15.144
5441,8/10/2020,999999999999999000,CONN C6,MP C,66,16:15,17.829,18.829,3.144
5442,8/10/2020,999999999999999000,CONN C6,MP C,67,16:30,22.095,22.095,7.144
5443,8/10/2020,999999999999999000,CONN C6,MP C,68,16:45,13.364,13.364,27.144
5444,8/10/2020,999999999999999000,CONN C6,MP C,69,17:00,25.667,26.667,22.116
5445,8/10/2020,999999999999999000,CONN C6,MP C,70,17:15,27.024,26.024,14.116
5446,8/10/2020,999999999999999000,CONN C6,MP C,71,17:30,27.481,26.481,28.116
5447,8/10/2020,999999999999999000,CONN C6,MP C,72,17:45,11.852,11.852,15.116
5448,8/10/2020,999999999999999000,CONN C6,MP C,73,18:00,21.226,22.226,8.295
5449,8/10/2020,999999999999999000,CONN C6,MP C,74,18:15,14.65,13.65,18.295
5450,8/10/2020,999999999999999000,CONN C6,MP C,75,18:30,25.076,24.076,-1.705
5451,8/10/2020,999999999999999000,CONN C6,MP C,76,18:45,20.494,21.494,11.295
5452,8/10/2020,999999999999999000,CONN C6,MP C,77,19:00,19.974,20.974,15.872
5453,8/10/2020,999999999999999000,CONN C6,MP C,78,19:15,32.377,32.377,-2.128
5454,8/10/2020,999999999999999000,CONN C6,MP C,79,19:30,18.691,18.691,3.872
5455,8/10/2020,999999999999999000,CONN C6,MP C,80,19:45,16.005,17.005,7.872
5456,8/10/2020,999999999999999000,CONN C6,MP C,81,20:00,28.405,29.405,12.913
5457,8/10/2020,999999999999999000,CONN C6,MP C,82,20:15,15.543,16.543,23.913
5458,8/10/2020,999999999999999000,CONN C6,MP C,83,20:30,28.704,28.704,17.913
5459,8/10/2020,999999999999999000,CONN C6,MP C,84,20:45,19.953,20.953,34.913
5460,8/10/2020,999999999999999000,CONN C6,MP C,85,21:00,32.194,31.194,30.867
5461,8/10/2020,999999999999999000,CONN C6,MP C,86,21:15,34.642,35.642,14.867
5462,8/10/2020,999999999999999000,CONN C6,MP C,87,21:30,18.171,18.171,24.867
5463,8/10/2020,999999999999999000,CONN C6,MP C,88,21:45,19.646,18.646,27.867
5464,8/10/2020,999999999999999000,CONN C6,MP C,89,22:00,29.982,29.982,34.025
5465,8/10/2020,999999999999999000,CONN C6,MP C,90,22:15,31.43,30.43,18.025
5466,8/10/2020,999999999999999000,CONN C6,MP C,91,22:30,21.884,22.884,37.025
5467,8/10/2020,999999999999999000,CONN C6,MP C,92,22:45,32.332,33.332,24.025
5468,8/10/2020,999999999999999000,CONN C6,MP C,93,23:00,22.792,23.792,43.043
5469,8/10/2020,999999999999999000,CONN C6,MP C,94,23:15,30.919,30.919,53.043
5470,8/10/2020,999999999999999000,CONN C6,MP C,95,23:30,26.124,27.124,36.043
5471,8/10/2020,999999999999999000,CONN C6,MP C,96,23:45,12.427,12.427,56.043
5472,8/10/2020,999999999999999000,CONN D1,MP D,1,0:00,-142,-141,-148.4502
5473,8/10/2020,999999999999999000,CONN D1,MP D,2,0:15,-144,-144,-163.4502
5474,8/10/2020,999999999999999000,CONN D1,MP D,3,0:30,-139,-140,-134.071
5475,8/10/2020,999999999999999000,CONN D1,MP D,4,0:45,-140,-139,-156.7065333
5476,8/10/2020,999999999999999000,CONN D1,MP D,5,1:00,-142,-142,-142.6037667
5477,8/10/2020,999999999999999000,CONN D1,MP D,6,1:15,-158,-159,-134.0323
5478,8/10/2020,999999999999999000,CONN D1,MP D,7,1:30,-152,-151,-163.4115
5479,8/10/2020,999999999999999000,CONN D1,MP D,8,1:45,-155,-154,-133.1111333
5480,8/10/2020,999999999999999000,CONN D1,MP D,9,2:00,-147,-148,-158.1751
5481,8/10/2020,999999999999999000,CONN D1,MP D,10,2:15,-157,-157,-130.027
5482,8/10/2020,999999999999999000,CONN D1,MP D,11,2:30,-154,-154,-157.027
5483,8/10/2020,999999999999999000,CONN D1,MP D,12,2:45,-156,-156,-166.027
5484,8/10/2020,999999999999999000,CONN D1,MP D,13,3:00,-159,-160,-157.9682
5485,8/10/2020,999999999999999000,CONN D1,MP D,14,3:15,-151,-151,-152.2192
5486,8/10/2020,999999999999999000,CONN D1,MP D,15,3:30,-156,-155,-162.2192
5487,8/10/2020,999999999999999000,CONN D1,MP D,16,3:45,-153,-153,-147.2192
5488,8/10/2020,999999999999999000,CONN D1,MP D,17,4:00,-151,-151,-143.2192
5489,8/10/2020,999999999999999000,CONN D1,MP D,18,4:15,-149,-148,-134.2192
5490,8/10/2020,999999999999999000,CONN D1,MP D,19,4:30,-154,-154,-154.1551333
5491,8/10/2020,999999999999999000,CONN D1,MP D,20,4:45,-139,-140,-136.027
5492,8/10/2020,999999999999999000,CONN D1,MP D,21,5:00,-144,-144,-150.027
5493,8/10/2020,999999999999999000,CONN D1,MP D,22,5:15,-148,-147,-161.027
5494,8/10/2020,999999999999999000,CONN D1,MP D,23,5:30,-150,-151,-160.027
5495,8/10/2020,999999999999999000,CONN D1,MP D,24,5:45,-143,-143,-132.1645
5496,8/10/2020,999999999999999000,CONN D1,MP D,25,6:00,-153,-152,-151.1057667
5497,8/10/2020,999999999999999000,CONN D1,MP D,26,6:15,-143,-142,-132.8347
5498,8/10/2020,999999999999999000,CONN D1,MP D,27,6:30,-154,-155,-158.8988
5499,8/10/2020,999999999999999000,CONN D1,MP D,28,6:45,-141,-141,-137.027
5500,8/10/2020,999999999999999000,CONN D1,MP D,29,7:00,-154,-155,-163.8894
5501,8/10/2020,999999999999999000,CONN D1,MP D,30,7:15,-141,-141,-165.3326667
5502,8/10/2020,999999999999999000,CONN D1,MP D,31,7:30,-154,-153,-141.4608667
5503,8/10/2020,999999999999999000,CONN D1,MP D,32,7:45,-146,-147,-148.5837
5504,8/10/2020,999999999999999000,CONN D1,MP D,33,8:00,-144,-145,-169.9336
5505,8/10/2020,999999999999999000,CONN D1,MP D,34,8:15,-140,-141,-151.1699
5506,8/10/2020,999999999999999000,CONN D1,MP D,35,8:30,-155,-156,-148.4115
5507,8/10/2020,999999999999999000,CONN D1,MP D,36,8:45,-155,-154,-158.7907
5508,8/10/2020,999999999999999000,CONN D1,MP D,37,9:00,-155,-154,-130.7907
5509,8/10/2020,999999999999999000,CONN D1,MP D,38,9:15,-154,-154,-151.6531
5510,8/10/2020,999999999999999000,CONN D1,MP D,39,9:30,-139,-138,-165.0617667
5511,8/10/2020,999999999999999000,CONN D1,MP D,40,9:45,-150,-149,-99.7548333
5512,8/10/2020,999999999999999000,CONN D1,MP D,41,10:00,-155,-154,-70.5402
5513,8/10/2020,999999999999999000,CONN D1,MP D,42,10:15,-144,-144,-69.54556667
5514,8/10/2020,999999999999999000,CONN D1,MP D,43,10:30,-154,-155,-75.1664
5515,8/10/2020,999999999999999000,CONN D1,MP D,44,10:45,-152,-151,-93.0599333
5516,8/10/2020,999999999999999000,CONN D1,MP D,45,11:00,-155,-155,-153.0713
5517,8/10/2020,999999999999999000,CONN D1,MP D,46,11:15,-153,-152,-133.2194
5518,8/10/2020,999999999999999000,CONN D1,MP D,47,11:30,-155,-154,-147.6133
5519,8/10/2020,999999999999999000,CONN D1,MP D,48,11:45,-154,-155,-162.9923333
5520,8/10/2020,999999999999999000,CONN D1,MP D,49,12:00,-154,-153,-162.8549333
5521,8/10/2020,999999999999999000,CONN D1,MP D,50,12:15,-153,-153,-159.9136667
5522,8/10/2020,999999999999999000,CONN D1,MP D,51,12:30,-139,-139,-171.4063
5523,8/10/2020,999999999999999000,CONN D1,MP D,52,12:45,-154,-154,-141.6479
5524,8/10/2020,999999999999999000,CONN D1,MP D,53,13:00,-152,-152,-132.6479
5525,8/10/2020,999999999999999000,CONN D1,MP D,54,13:15,-143,-142,-136.2046667
5526,8/10/2020,999999999999999000,CONN D1,MP D,55,13:30,-147,-148,-158.8054333
5527,8/10/2020,999999999999999000,CONN D1,MP D,56,13:45,-139,-138,-152.3474
5528,8/10/2020,999999999999999000,CONN D1,MP D,57,14:00,-140,-141,-158.7413333
5529,8/10/2020,999999999999999000,CONN D1,MP D,58,14:15,-152,-153,-146.9829333
5530,8/10/2020,999999999999999000,CONN D1,MP D,59,14:30,-152,-151,-159.796
5531,8/10/2020,999999999999999000,CONN D1,MP D,60,14:45,-139,-139,-164.796
5532,8/10/2020,999999999999999000,CONN D1,MP D,61,15:00,-158,-158,-159.796
5533,8/10/2020,999999999999999000,CONN D1,MP D,62,15:15,-142,-141,-165.796
5534,8/10/2020,999999999999999000,CONN D1,MP D,63,15:30,-149,-150,-155.796
5535,8/10/2020,999999999999999000,CONN D1,MP D,64,15:45,-152,-153,-142.796
5536,8/10/2020,999999999999999000,CONN D1,MP D,65,16:00,-151,-152,-152.796
5537,8/10/2020,999999999999999000,CONN D1,MP D,66,16:15,-154,-154,-139.796
5538,8/10/2020,999999999999999000,CONN D1,MP D,67,16:30,-151,-150,-155.8494333
5539,8/10/2020,999999999999999000,CONN D1,MP D,68,16:45,-145,-145,-159.796
5540,8/10/2020,999999999999999000,CONN D1,MP D,69,17:00,-149,-148,-129.796
5541,8/10/2020,999999999999999000,CONN D1,MP D,70,17:15,-149,-148,-151.796
5542,8/10/2020,999999999999999000,CONN D1,MP D,71,17:30,-156,-156,-152.796
5543,8/10/2020,999999999999999000,CONN D1,MP D,72,17:45,-146,-145,-145.1752
5544,8/10/2020,999999999999999000,CONN D1,MP D,73,18:00,-143,-142,-135.8054
5545,8/10/2020,999999999999999000,CONN D1,MP D,74,18:15,-144,-143,-166.3621333
5546,8/10/2020,999999999999999000,CONN D1,MP D,75,18:30,-154,-153,-130.6038
5547,8/10/2020,999999999999999000,CONN D1,MP D,76,18:45,-140,-141,-143.6038
5548,8/10/2020,999999999999999000,CONN D1,MP D,77,19:00,-159,-158,-140.4702667
5549,8/10/2020,999999999999999000,CONN D1,MP D,78,19:15,-158,-159,-164.9883
5550,8/10/2020,999999999999999000,CONN D1,MP D,79,19:30,-157,-158,-131.2192333
5551,8/10/2020,999999999999999000,CONN D1,MP D,80,19:45,-147,-148,-140.8347
5552,8/10/2020,999999999999999000,CONN D1,MP D,81,20:00,-155,-155,-161.8347
5553,8/10/2020,999999999999999000,CONN D1,MP D,82,20:15,-140,-141,-139.8347
5554,8/10/2020,999999999999999000,CONN D1,MP D,83,20:30,-153,-153,-164.8347
5555,8/10/2020,999999999999999000,CONN D1,MP D,84,20:45,-151,-151,-167.8347
5556,8/10/2020,999999999999999000,CONN D1,MP D,85,21:00,-146,-145,-158.0269667
5557,8/10/2020,999999999999999000,CONN D1,MP D,86,21:15,-155,-155,-148.9389
5558,8/10/2020,999999999999999000,CONN D1,MP D,87,21:30,-146,-145,-151.8054
5559,8/10/2020,999999999999999000,CONN D1,MP D,88,21:45,-146,-145,-158.9282667
5560,8/10/2020,999999999999999000,CONN D1,MP D,89,22:00,-149,-149,-143.3128
5561,8/10/2020,999999999999999000,CONN D1,MP D,90,22:15,-158,-157,-136.6625
5562,8/10/2020,999999999999999000,CONN D1,MP D,91,22:30,-143,-144,-161.1551667
5563,8/10/2020,999999999999999000,CONN D1,MP D,92,22:45,-144,-143,-133.4115
5564,8/10/2020,999999999999999000,CONN D1,MP D,93,23:00,-140,-140,-131.4115
5565,8/10/2020,999999999999999000,CONN D1,MP D,94,23:15,-158,-159,-165.2538667
5566,8/10/2020,999999999999999000,CONN D1,MP D,95,23:30,-148,-148,-142.0269667
5567,8/10/2020,999999999999999000,CONN D1,MP D,96,23:45,-158,-157,-160.4702333
5568,8/10/2020,999999999999999000,CONN D2,MP D,1,0:00,-54.7,-54.7,-65.6601
5569,8/10/2020,999999999999999000,CONN D2,MP D,2,0:15,-64.7,-63.7,-45.6601
5570,8/10/2020,999999999999999000,CONN D2,MP D,3,0:30,-65.7,-65.7,-69.6601
5571,8/10/2020,999999999999999000,CONN D2,MP D,4,0:45,-49.7,-49.7,-71.6601
5572,8/10/2020,999999999999999000,CONN D2,MP D,5,1:00,-68.6,-67.6,-72.1568
5573,8/10/2020,999999999999999000,CONN D2,MP D,6,1:15,-67.6,-68.6,-52.1568
5574,8/10/2020,999999999999999000,CONN D2,MP D,7,1:30,-61.6,-62.6,-74.1568
5575,8/10/2020,999999999999999000,CONN D2,MP D,8,1:45,-54.6,-55.6,-61.1568
5576,8/10/2020,999999999999999000,CONN D2,MP D,9,2:00,-58.6,-58.6,-49.1568
5577,8/10/2020,999999999999999000,CONN D2,MP D,10,2:15,-54.6,-53.6,-64.1568
5578,8/10/2020,999999999999999000,CONN D2,MP D,11,2:30,-49.6,-50.6,-60.1568
5579,8/10/2020,999999999999999000,CONN D2,MP D,12,2:45,-65.6,-64.6,-44.65916667
5580,8/10/2020,999999999999999000,CONN D2,MP D,13,3:00,-61.9,-61.9,-73.6639
5581,8/10/2020,999999999999999000,CONN D2,MP D,14,3:15,-56.9,-57.9,-55.9945
5582,8/10/2020,999999999999999000,CONN D2,MP D,15,3:30,-59.9,-60.9,-59.1546
5583,8/10/2020,999999999999999000,CONN D2,MP D,16,3:45,-62.9,-61.9,-44.1524
5584,8/10/2020,999999999999999000,CONN D2,MP D,17,4:00,-61.4,-60.4,-73.1546
5585,8/10/2020,999999999999999000,CONN D2,MP D,18,4:15,-53.4,-54.4,-42.6557
5586,8/10/2020,999999999999999000,CONN D2,MP D,19,4:30,-50.4,-49.4,-76.6557
5587,8/10/2020,999999999999999000,CONN D2,MP D,20,4:45,-53.4,-52.4,-62.6557
5588,8/10/2020,999999999999999000,CONN D2,MP D,21,5:00,-65.1,-65.1,-55.6557
5589,8/10/2020,999999999999999000,CONN D2,MP D,22,5:15,-69.1,-68.1,-70.6557
5590,8/10/2020,999999999999999000,CONN D2,MP D,23,5:30,-62.1,-62.1,-69.6557
5591,8/10/2020,999999999999999000,CONN D2,MP D,24,5:45,-73.1,-72.1,-67.159
5592,8/10/2020,999999999999999000,CONN D2,MP D,25,6:00,-73.9,-73.9,-72.159
5593,8/10/2020,999999999999999000,CONN D2,MP D,26,6:15,-64.9,-64.9,-46.159
5594,8/10/2020,999999999999999000,CONN D2,MP D,27,6:30,-63.9,-63.9,-53.159
5595,8/10/2020,999999999999999000,CONN D2,MP D,28,6:45,-71.9,-72.9,-56.16373333
5596,8/10/2020,999999999999999000,CONN D2,MP D,29,7:00,-61.3,-60.3,-51.66356667
5597,8/10/2020,999999999999999000,CONN D2,MP D,30,7:15,-80.3,-81.3,-71.6623
5598,8/10/2020,999999999999999000,CONN D2,MP D,31,7:30,-77.3,-77.3,-58.16466667
5599,8/10/2020,999999999999999000,CONN D2,MP D,32,7:45,-62.3,-63.3,-57.1694
5600,8/10/2020,999999999999999000,CONN D2,MP D,33,8:00,-73.7,-72.7,-70.83313333
5601,8/10/2020,999999999999999000,CONN D2,MP D,34,8:15,-62.7,-62.7,-42.66483333
5602,8/10/2020,999999999999999000,CONN D2,MP D,35,8:30,-64.7,-64.7,-71.66923333
5603,8/10/2020,999999999999999000,CONN D2,MP D,36,8:45,-80.7,-79.7,-74.16466667
5604,8/10/2020,999999999999999000,CONN D2,MP D,37,9:00,-78.1,-79.1,-59.66356667
5605,8/10/2020,999999999999999000,CONN D2,MP D,38,9:15,-78.1,-77.1,-64.16466667
5606,8/10/2020,999999999999999000,CONN D2,MP D,39,9:30,-63.1,-63.1,-73.16466667
5607,8/10/2020,999999999999999000,CONN D2,MP D,40,9:45,-66.1,-67.1,-68.66356667
